212;Helsinki;Cambodia;772490;131,453
213;Canberra;Bhutan;877205;57,034
215;Baku;Brunei;598974;688,377
216;Manama;Central African Rep;716791;438,145
217;Sucre;Burundi;567468;16,528
218;Sucre;Bahrain;669941;50,9
220;West Island;Belgium;736331;130,354
221;Ouagadougou;Botswana;913152;791,831
222;Jerusalem;Cape Verde;537673;81,026
224;Brasília;Cambodia;859840;0,692
225;La Paz;Barbados;859623;154,215
226;Conakry;Botswana;653148;56,042
227;New Delhi;Belgium;861981;166,079
228;Asmara;Cambodia;674994;0,097
230;Canberra;Bahrain;971424;0,826
232;La Paz;Bulgaria;664784;1,791
234;Prague;Belgium;789484;167,404
235;Moroni;Barbados;730178;235,556
236;Papeete;Central African Rep;765130;499,917
237;Tbilisi;Brazil;649880;688,981
243;La Paz;Canada;817680;98,792
244;Conakry;Bulgaria;596112;118,706
246;Sofia;Burkina;607147;587,698
247;Helsinki;Cameroon;895587;18,059
248;Copenhagen;Benin;878154;14,091
249;New Delhi;Burkina;899798;330,462
250;Sucre;Benin;723938;632,778
251;Sofia;Bosnia Herzegovina;948482;10,959
252;Hanga Roa;Cape Verde;677047;257,716
254;Ottawa;Central African Rep;792706;476,637
255;Copenhagen;Burundi;537526;662,105
256;Vienna;Belize;909925;644,425
257;Canberra;Central African Rep;629399;50,609
258;Brasília;Canada;678272;96,571
260;New Delhi;Bhutan;556475;462,807
261;La Paz;Brazil;795962;21,6
263;Ouagadougou;Bahrain;994415;260,327
265;Moroni;Benin;818233;687,843
266;Jerusalem;Botswana;896633;448,022
267;Asmara;Burundi;938753;145,966
270;Hanga Roa;Bulgaria;587670;116,506
271;Moroni;Belarus;634899;830,285
272;New Delhi;Burundi;967134;43,978
274;Hanga Roa;Barbados;788413;858,801
276;Copenhagen;Barbados;829396;18,133
277;Sofia;Cape Verde;643131;27,715
279;Papeete;Belgium;532974;2,205
281;Prague;Cameroon;623451;268,719
282;Brasília;Bahrain;544795;43,823
283;Papeete;Canada;868852;322,761
285;Prague;Bahrain;551237;21,65
289;Moroni;Brazil;957524;838,98
291;Canberra;Belarus;931501;505,064
294;Baku;Burundi;860725;174,47
295;Conakry;Bangladesh;938596;147,34
296;Jerusalem;Bangladesh;670348;52,479
297;Manama;Brunei;854040;293,976
306;Vienna;Bangladesh;803999;178,593
307;Hanga Roa;Canada;997609;28,893
308;Hanga Roa;Benin;787954;77,641
309;Papeete;Bolivia;529585;589,092
310;Copenhagen;Burkina;990118;13,127
311;Copenhagen;Central African Rep;801571;225,63
312;Copenhagen;Bangladesh;575403;38,646
314;Copenhagen;Bulgaria;775952;403,723
317;Ouagadougou;Bangladesh;755226;0,386
318;Hanga Roa;Bangladesh;535715;434,016
319;Prague;Burundi;721021;349,37
322;Sofia;Cambodia;853850;19,95
323;Prague;Brunei;515472;138,847
325;Prague;Bangladesh;859427;413,785
326;New Delhi;Botswana;616710;17,278
329;Conakry;Belgium;499599;323,238
332;Conakry;Bahrain;531312;508,522
333;Tbilisi;Belarus;500295;950,44
335;Helsinki;Brazil;630570;113,744
336;Sofia;Brunei;497065;527,089
338;Brasília;Bangladesh;688781;290,156
340;Asmara;Burkina;512431;336,471
341;Papeete;Burundi;818664;44,853
343;Brasília;Brazil;931740;859,584
344;Sofia;Cape Verde;955688;434,838
345;Jerusalem;Bosnia Herzegovina;949465;204,897
346;Sucre;Belgium;846687;286,725
348;New Delhi;Bulgaria;589611;61,718
351;Papeete;Burundi;850390;627,131
353;Canberra;Cambodia;709899;399,173
356;Baku;Belarus;557171;183,854
360;Tbilisi;Belarus;500261;7,106
361;Ottawa;Bolivia;590073;663,284
363;Manama;Belize;656213;192,539
364;La Paz;Cambodia;758269;599,989
366;Sucre;Barbados;849109;65,104
367;New Delhi;Burkina;678613;430,283
369;Copenhagen;Cape Verde;617846;103,341
371;Canberra;Bolivia;549039;0,955
373;Ouagadougou;Bolivia;914970;461,881
375;Vienna;Bulgaria;595324;10,982
382;Ottawa;Cameroon;949007;207,279
383;Conakry;Bangladesh;987560;15,373
385;Brasília;Barbados;749929;373,434
387;Baku;Bosnia Herzegovina;715739;223,56
388;Hanga Roa;Brazil;954381;466,474
391;Sucre;Brunei;583619;65,944
392;Sucre;Cape Verde;837215;282,811
394;West Island;Bhutan;613773;293,89
395;Canberra;Bangladesh;746870;454,098
397;Hanga Roa;Bhutan;766393;137,693
398;Moroni;Cameroon;634345;218,563
400;Conakry;Canada;799084;174,358
401;Asmara;Bangladesh;664361;251,499
402;Manama;Cameroon;830823;327,832
406;Brasília;Burkina;562794;703,042
410;Canberra;Brunei;604013;54,905
412;Jerusalem;Bahrain;601227;78,964
413;West Island;Belize;833095;332,556
414;Manama;Belize;600696;140,323
418;West Island;Barbados;976373;121,797
421;Helsinki;Bahrain;979534;32,484
422;Jerusalem;Bosnia Herzegovina;764824;16,414
423;Ottawa;Cameroon;652511;338,494
424;Ouagadougou;Bangladesh;982171;886,825
425;Canberra;Benin;716809;326,069
426;Tbilisi;Bosnia Herzegovina;592902;36,703
427;Ottawa;Belarus;740129;173,435
430;Asmara;Bolivia;671129;174,23
433;Prague;Canada;535317;443,193
434;Brasília;Barbados;674355;462,361
436;Asmara;Belgium;851179;769,511
439;Ouagadougou;Brunei;558553;71,187
443;La Paz;Bosnia Herzegovina;695970;479,101
444;Papeete;Brazil;970812;349,342
445;Prague;Canada;621578;354,447
447;New Delhi;Canada;586083;144,454
448;Hanga Roa;Burkina;839373;92,453
449;Ouagadougou;Bolivia;662215;394,907
455;Baku;Burkina;798531;6,28
456;Manama;Belgium;782861;195,546
457;Helsinki;Bosnia Herzegovina;739191;81,818
458;Vienna;Bosnia Herzegovina;703617;353,806
459;Prague;Botswana;752251;326,744
460;Prague;Cape Verde;875375;49,531
461;Vienna;Brunei;899733;27,315
463;Moroni;Bhutan;785300;592,355
465;New Delhi;Belarus;751052;354,691
468;Manama;Brazil;656510;21,118
469;Vienna;Bolivia;837897;106,045
476;Moroni;Benin;871111;190,858
477;New Delhi;Cameroon;888204;224,162
478;Ottawa;Bahrain;924208;79,591
481;Baku;Belize;955000;357,016
486;Hanga Roa;Barbados;661309;639,624
489;Copenhagen;Central African Rep;763361;493,275
491;Copenhagen;Cameroon;831368;355,113
494;Hanga Roa;Brunei;560602;53,437
496;Manama;Bolivia;772116;199,58
498;Helsinki;Bangladesh;956484;310,5
501;Asmara;Brunei;909323;39,849
502;Vienna;Bhutan;962106;29,536
503;Moroni;Belarus;502894;303,987
504;Ouagadougou;Bangladesh;732628;65,779
505;Prague;Bulgaria;889706;8,598
506;Hanga Roa;Bhutan;677216;234,519
508;New Delhi;Cambodia;634265;47,873
509;Sofia;Barbados;908015;52,052
512;Baku;Burkina;885103;43,6
513;Asmara;Burkina;718591;17,286
514;West Island;Canada;976641;114,823
516;West Island;Burkina;834143;58,665
519;La Paz;Cape Verde;533865;384,898
520;Hanga Roa;Bolivia;824645;389,848
523;Ouagadougou;Cameroon;807286;293,983
524;Helsinki;Bolivia;733901;410,013
527;Vienna;Canada;986848;16,59
529;Hanga Roa;Burundi;975409;37,825
538;Ouagadougou;Brazil;966193;3,258
541;Prague;Cape Verde;883710;550,282
547;Prague;Bulgaria;904447;39,691
548;Hanga Roa;Cameroon;556289;221,85
552;Hanga Roa;Botswana;576169;414,829
556;Tbilisi;Cambodia;521780;37,962
559;Baku;Belize;819501;393,901
563;Tbilisi;Central African Rep;986711;314,548
565;La Paz;Brazil;665871;281,475
569;Tbilisi;Bahrain;988439;572,912
571;Ouagadougou;Burundi;571366;647,467
572;Asmara;Belgium;984390;105,897
575;Conakry;Benin;816226;474,445
576;La Paz;Brazil;824692;417,708
585;Conakry;Cambodia;760207;151,68
586;Tbilisi;Belarus;872412;180,411
587;Sofia;Belarus;780133;51,72
591;Moroni;Botswana;937572;351,452
592;Sofia;Bahrain;609710;666,468
595;Baku;Burkina;508210;84,323
596;Asmara;Brazil;600876;418,132
599;La Paz;Bulgaria;571882;2,472
600;Brasília;Burundi;622792;888,99
602;Tbilisi;Bahrain;580993;6,809
603;Papeete;Bolivia;875551;146,339
605;Papeete;Benin;763181;93,964
607;New Delhi;Cape Verde;671833;404,563
608;Ottawa;Botswana;795991;481,483
611;Moroni;Benin;755603;81,94
615;Asmara;Central African Rep;911514;597,681
620;La Paz;Belgium;754977;123,119
621;Vienna;Burkina;740546;223,032
622;Prague;Bolivia;823332;7,256
628;Jerusalem;Central African Rep;531295;778,561
630;Vienna;Bangladesh;590423;23,513
631;Vienna;Bahrain;886367;587,161
632;West Island;Belgium;858634;906,38
634;Jerusalem;Bhutan;980022;240,399
636;Ouagadougou;Belize;880753;459,257
639;Papeete;Barbados;600497;71,264
640;La Paz;Belgium;827790;145,763
641;Helsinki;Bangladesh;999101;194,867
642;Ouagadougou;Burundi;873320;185,143
644;Prague;Bulgaria;681924;36,116
648;Manama;Belgium;664815;141,561
649;Manama;Burundi;722051;87,237
651;Copenhagen;Brazil;647289;283,045
652;Asmara;Burundi;910508;23,113
653;Brasília;Bhutan;936490;80,046
654;Papeete;Central African Rep;936245;78,009
655;Ouagadougou;Central African Rep;527157;13,194
659;Ottawa;Benin;612328;431,077
665;Jerusalem;Canada;515124;87,141
666;Vienna;Bhutan;816868;183,448
667;Tbilisi;Belarus;867534;209,743
669;Hanga Roa;Bolivia;785015;163,875
670;Helsinki;Belarus;734491;212,925
671;Moroni;Benin;991074;335,781
673;Brasília;Belarus;731897;401,679
674;Sucre;Cameroon;791309;95,147
677;Conakry;Brunei;589413;534,251
679;Prague;Canada;924028;131,442
680;West Island;Burkina;800852;596,623
681;New Delhi;Bolivia;528908;474,566
682;Papeete;Barbados;575936;747,033
683;West Island;Bangladesh;652948;24,697
685;Canberra;Bulgaria;976010;114,395
686;Ottawa;Cameroon;880738;372,946
687;New Delhi;Benin;585983;19,928
688;Moroni;Bangladesh;826088;90,936
690;Moroni;Belgium;729721;125,536
691;Tbilisi;Bulgaria;562849;689,163
693;New Delhi;Belize;609407;432,117
694;Manama;Botswana;607281;466,391
695;Copenhagen;Cambodia;921621;124,852
697;La Paz;Barbados;714808;107,221
698;La Paz;Burundi;695041;43,563
699;Vienna;Burkina;936008;18,543
700;Manama;Central African Rep;914676;410,673
701;Canberra;Brunei;978268;85,943
703;Canberra;Bhutan;862234;497,308
711;Copenhagen;Brunei;992804;7,669
714;Hanga Roa;Belize;762776;57,151
718;Tbilisi;Bhutan;877240;9,098
722;La Paz;Belgium;501726;7,386
723;Hanga Roa;Cameroon;952765;30,995
724;Tbilisi;Burkina;966274;58,017
725;La Paz;Bhutan;695141;39,092
726;Jerusalem;Belgium;550694;110,842
729;Prague;Canada;796065;444,893
730;Moroni;Cambodia;955009;222,711
731;Baku;Bosnia Herzegovina;707668;196,537
736;Ouagadougou;Brazil;718691;275,599
737;Sucre;Belize;897340;233,179
738;Vienna;Burkina;667184;131,484
739;Hanga Roa;Bahrain;709888;59,602
742;Papeete;Barbados;703001;225,075
743;Prague;Bulgaria;606790;52,928
750;Canberra;Bolivia;509762;524,286
751;Baku;Botswana;571947;498,785
755;Copenhagen;Bolivia;931684;25,048
756;Copenhagen;Benin;508294;25,651
760;Canberra;Canada;769937;420,284
761;Hanga Roa;Belgium;632704;74,199
762;Asmara;Brazil;526292;314,614
766;Papeete;Barbados;717334;412,314
767;Helsinki;Brazil;781312;368,726
770;Manama;Botswana;683737;71,795
771;Ouagadougou;Cameroon;668935;386,888
772;Helsinki;Canada;621636;53,223
773;Prague;Cameroon;744513;158,133
774;Hanga Roa;Barbados;840681;655,111
775;Copenhagen;Bolivia;997059;47,323
778;Conakry;Cameroon;926966;0,2
779;Manama;Cameroon;906486;220,697
781;Vienna;Bulgaria;838153;350,39
785;Papeete;Belarus;815162;516,273
787;Vienna;Brazil;651506;135,946
788;Hanga Roa;Brunei;694172;4,937
791;Sofia;Botswana;582309;120,38
796;Sofia;Cape Verde;520761;718,394
799;Tbilisi;Brunei;687044;156,064
800;Brasília;Bangladesh;869253;449,513
806;New Delhi;Barbados;853535;893,633
807;La Paz;Bangladesh;895015;4,573
810;Moroni;Bhutan;628918;301,034
812;Sucre;Bhutan;574106;317,968
819;Ottawa;Burkina;687639;741,353
820;Prague;Canada;841030;272,813
821;Baku;Belarus;691128;459,791
823;Hanga Roa;Belize;869195;2,343
824;New Delhi;Bolivia;586150;88,006
825;Sucre;Bahrain;509686;8,872
827;Moroni;Burundi;783991;547,997
829;Vienna;Belize;880259;210,25
830;Manama;Cameroon;959051;45,197
831;Manama;Benin;944037;138,094
832;Baku;Bulgaria;665622;142,342
835;Baku;Belarus;577041;17,345
836;Jerusalem;Barbados;742939;160,221
837;Ottawa;Cambodia;578325;0,508
838;La Paz;Cambodia;578742;76,265
839;Papeete;Barbados;646327;504,724
840;Conakry;Cape Verde;786910;139,037
841;Hanga Roa;Burundi;912050;194,751
843;New Delhi;Canada;914594;296,73
845;Baku;Cape Verde;933749;338,579
846;Jerusalem;Brazil;815482;18,36
851;La Paz;Brunei;947670;60,376
854;Copenhagen;Brazil;529453;116,94
857;Helsinki;Belize;873619;98,775
859;Tbilisi;Bosnia Herzegovina;904253;57,685
863;Sucre;Benin;625706;158,933
864;Sucre;Bahrain;922539;15,505
867;Conakry;Belarus;657283;337,986
872;Jerusalem;Benin;506804;461,297
873;Hanga Roa;Bangladesh;655904;622,66
874;Vienna;Burkina;837472;45,344
876;Manama;Central African Rep;991630;290,51
878;Sucre;Cape Verde;937437;432,225
879;Helsinki;Belize;575481;230,849
880;Baku;Bhutan;713989;290,325
882;Asmara;Brunei;984464;548,654
884;Prague;Burkina;580049;270,721
885;Baku;Burundi;898465;362,244
888;Prague;Bangladesh;760060;507,82
890;Ouagadougou;Barbados;843615;374,373
893;Sofia;Botswana;991059;873,057
895;West Island;Central African Rep;743456;6,194
896;Sucre;Brunei;644419;19,924
897;Canberra;Botswana;574969;132,051
898;Canberra;Central African Rep;520281;362,262
899;West Island;Cambodia;612601;211,04
903;Moroni;Bolivia;963496;6,332
904;Papeete;Cape Verde;684577;484,812
905;Helsinki;Bhutan;833151;1,447
906;Asmara;Bhutan;997807;481,265
908;Manama;Botswana;872172;110,639
909;Jerusalem;Brazil;603263;69,812
910;Vienna;Cameroon;531557;321,581
911;Sucre;Belize;602782;463,142
913;Baku;Bahrain;904560;32,327
915;Brasília;Bahrain;573466;508,988
916;La Paz;Burundi;593223;219,232
918;Jerusalem;Cameroon;795924;220,573
919;Manama;Bosnia Herzegovina;531108;544,7
920;New Delhi;Bulgaria;569298;57,996
921;Conakry;Bosnia Herzegovina;984020;128,33
924;Brasília;Burundi;841543;7,919
925;Sucre;Bhutan;763126;148,607
926;Tbilisi;Botswana;968556;2,006
928;Ouagadougou;Cameroon;581128;453,02
930;Asmara;Belarus;497954;583,826
932;Prague;Burkina;792247;312,993
934;La Paz;Bangladesh;827566;164,457
935;West Island;Barbados;949863;649,712
936;Ottawa;Barbados;867737;16,784
939;Asmara;Bahrain;609966;486,479
940;Moroni;Bolivia;669484;534,912
941;Copenhagen;Benin;866783;105,173
943;Ottawa;Cameroon;530387;560,468
949;Jerusalem;Brunei;619879;384,184
950;Conakry;Botswana;703110;204,952
951;Papeete;Bahrain;911921;203,708
954;Jerusalem;Burundi;955192;107,462
958;Jerusalem;Brazil;599172;130,01
962;Ottawa;Brazil;895105;146,239
963;La Paz;Brunei;715387;359,652
964;Asmara;Bahrain;580836;440,358
965;Ottawa;Barbados;796579;529,585
968;Ouagadougou;Brunei;711682;54,9
970;Tbilisi;Bhutan;746899;179,004
971;Moroni;Burkina;558889;850,961
972;Canberra;Burundi;600508;263,132
974;La Paz;Brazil;780194;377,988
975;Baku;Benin;524080;88,839
977;Vienna;Bosnia Herzegovina;945316;77,329
979;Copenhagen;Central African Rep;822336;549,004
980;Manama;Brazil;968889;12,131
981;La Paz;Brazil;828122;339,029
982;Sucre;Belarus;717745;144,965
983;Brasília;Bhutan;541225;192,628
984;Tbilisi;Benin;755208;126,361
985;Papeete;Bolivia;835643;304,765
986;Manama;Botswana;763310;109,261
988;Moroni;Brunei;989290;28,982
990;Brasília;Bosnia Herzegovina;931583;488,038
991;Conakry;Cambodia;768711;215,36
993;Asmara;Bolivia;598975;791,775
994;Moroni;Central African Rep;818904;113,523
995;Sucre;Benin;783767;8,833
998;Ottawa;Central African Rep;958217;163,947
999;Papeete;Belarus;812713;238,929
1000;Sucre;Barbados;571851;583,134
1001;Brasília;Bulgaria;770116;567,586
1002;Prague;Bahrain;598380;158,811
1005;Moroni;Bahrain;629650;272,354
1009;Ouagadougou;Bolivia;605372;9,904
1011;Canberra;Burundi;796028;55,771
1013;Vienna;Bahrain;739156;243,68
1014;Ottawa;Bhutan;888079;191,543
1015;Ouagadougou;Cambodia;832196;35,641
1016;Baku;Bolivia;891564;223,05
1017;Manama;Bhutan;739173;588,062
1021;Helsinki;Central African Rep;656955;676,229
1022;La Paz;Cape Verde;514657;11,271
1025;Papeete;Bhutan;692324;164,188
1026;Vienna;Benin;911028;615,006
1027;West Island;Benin;645762;18,379
1028;Sucre;Burkina;865289;549,789
1029;Brasília;Barbados;886769;10,695
1033;New Delhi;Bahrain;673932;246,369
1034;Moroni;Bosnia Herzegovina;510249;22,236
1036;Hanga Roa;Bosnia Herzegovina;578841;136,66
1038;Tbilisi;Canada;679041;514,367
1043;Jerusalem;Burkina;672031;199,642
1044;New Delhi;Brazil;590231;606,536
1045;Hanga Roa;Cambodia;642237;172,528
1046;Ouagadougou;Barbados;869511;280,346
1049;Brasília;Botswana;691686;426,798
1051;Helsinki;Canada;682563;675,829
1052;Helsinki;Central African Rep;764439;362,408
1053;Copenhagen;Bulgaria;954575;293,678
1054;Canberra;Bulgaria;793023;208,377
1056;Manama;Bangladesh;938606;141,881
1061;Prague;Barbados;535785;20,633
1062;Ouagadougou;Brazil;769599;226,218
1063;Asmara;Bahrain;874727;691,671
1065;Helsinki;Benin;821168;18,89
1070;Sofia;Bangladesh;608925;676,569
1074;Jerusalem;Cameroon;574176;69,411
1076;Sucre;Belize;600868;128,069
1080;Copenhagen;Bolivia;514098;24,48
1081;Moroni;Botswana;500909;205,362
1083;New Delhi;Burkina;845586;303,783
1086;West Island;Brazil;966340;123,096
1087;Tbilisi;Cambodia;525328;130,256
1089;Vienna;Bolivia;811382;340,258
1092;Papeete;Bhutan;767658;153,256
1093;Jerusalem;Benin;747550;25,019
1094;Manama;Belarus;983293;34,174
1097;Tbilisi;Botswana;839623;54,285
1099;Ouagadougou;Belarus;558642;852,48
1100;Helsinki;Bulgaria;780351;240,596
1101;Baku;Burkina;856877;321,74
1104;West Island;Bosnia Herzegovina;564555;101,675
1108;Manama;Bulgaria;909308;692,876
1109;Prague;Belgium;814030;406,54
1113;Prague;Central African Rep;820869;349,897
1115;Papeete;Brazil;727517;528,342
1117;Manama;Bulgaria;577582;646,681
1119;Copenhagen;Brunei;801737;87,093
1123;Baku;Belgium;764041;230,343
1124;Conakry;Bolivia;937906;427,022
1125;Prague;Belize;757305;59,485
1131;Baku;Bosnia Herzegovina;670114;91,329
1133;Jerusalem;Central African Rep;504842;172,463
1135;Ouagadougou;Belarus;683691;551,749
1136;Copenhagen;Bangladesh;994123;48,304
1138;Asmara;Bahrain;979553;109,482
1139;Brasília;Bosnia Herzegovina;605956;836,949
1140;Conakry;Bosnia Herzegovina;944519;27,76
1142;Jerusalem;Cambodia;952937;377,592
1143;Brasília;Brazil;834864;10,403
1146;Conakry;Brazil;838608;645,469
1147;Manama;Barbados;934873;503,008
1151;Ouagadougou;Belgium;596697;4,967
1155;Brasília;Bosnia Herzegovina;968393;46,826
1158;New Delhi;Botswana;887385;637,809
1159;Ottawa;Cape Verde;906231;83,386
1160;Jerusalem;Canada;651458;0,638
1166;Ouagadougou;Brazil;785419;147,749
1169;Asmara;Bhutan;946806;663,819
1172;Sofia;Bangladesh;610264;781,979
1176;Brasília;Cambodia;642006;276,363
1178;Copenhagen;Bolivia;738127;77,222
1182;Ottawa;Burkina;853733;14,535
1183;Prague;Bosnia Herzegovina;658094;159,543
1184;Baku;Bangladesh;583822;546,455
1189;New Delhi;Brazil;956988;374,47
1190;Sucre;Burundi;845012;117,6
1193;Sofia;Brunei;521441;147,639
1196;Ouagadougou;Canada;715127;120,877
1198;Moroni;Barbados;697842;374,974
1200;Sofia;Bahrain;790678;488,495
1201;Jerusalem;Botswana;659513;25,635
1202;La Paz;Benin;503549;130,227
1203;Baku;Brazil;744488;378,938
1206;Brasília;Bulgaria;636825;383,323
1207;Sofia;Barbados;914792;231,431
1208;Ottawa;Brunei;796709;26,81
1210;Manama;Bangladesh;704678;2,587
1212;West Island;Belgium;899637;656,947
1213;Copenhagen;Bulgaria;845418;63,731
1214;Jerusalem;Bulgaria;892912;65,091
1216;Manama;Bosnia Herzegovina;637906;210,037
1217;Sucre;Cape Verde;626065;234,712
1219;La Paz;Burkina;946467;215,28
1220;Prague;Cambodia;964664;285,626
1222;West Island;Botswana;557551;204,676
1225;New Delhi;Belarus;858012;513,896
1226;Helsinki;Brunei;846914;510,471
1227;Ouagadougou;Botswana;804237;86,275
1228;Canberra;Brazil;826640;74,1
1230;Hanga Roa;Belize;582421;742,503
1232;Ouagadougou;Benin;866408;30,259
1233;Conakry;Bulgaria;644655;217,732
1235;Baku;Belgium;840021;6,482
1239;Asmara;Burkina;998663;135,862
1244;Conakry;Brunei;664553;192,065
1245;Moroni;Brunei;688285;637,762
1248;Hanga Roa;Cameroon;779281;124,295
1249;Moroni;Canada;537519;174,231
1251;New Delhi;Belarus;684890;548,95
1253;Baku;Belgium;987218;45,436
1256;Copenhagen;Bangladesh;938670;516,717
1258;Ottawa;Canada;571674;57,444
1262;Manama;Burkina;661522;3,045
1263;La Paz;Belgium;842412;255,281
1265;Conakry;Canada;568280;34,694
1266;Hanga Roa;Botswana;655430;198,286
1267;Asmara;Bulgaria;509026;57,11
1270;La Paz;Brazil;785988;76,816
1271;Brasília;Burkina;786861;300,811
1274;Copenhagen;Burundi;725735;28,063
1275;New Delhi;Central African Rep;727576;24,769
1276;Hanga Roa;Bhutan;685806;41,952
1278;Canberra;Canada;953848;531,873
1280;Asmara;Bahrain;872394;119,026
1281;Moroni;Cameroon;746342;175,965
1282;Brasília;Central African Rep;573512;384,583
1283;Sucre;Cameroon;939947;344,093
1286;Helsinki;Burundi;862515;182,13
1288;La Paz;Central African Rep;672656;819,583
1289;Vienna;Benin;514956;514,063
1290;Ouagadougou;Belize;607416;263,959
1292;Helsinki;Burkina;633305;75,075
1294;Asmara;Burundi;868645;2,918
1297;West Island;Barbados;532592;259,854
1298;Hanga Roa;Bangladesh;877323;508,56
1299;Prague;Benin;534473;113,171
1301;Hanga Roa;Bolivia;596911;31,033
1302;New Delhi;Cape Verde;866313;90,543
1306;Hanga Roa;Botswana;680475;89,499
1307;Sucre;Cambodia;978920;146,64
1309;Helsinki;Belgium;888389;194,895
1310;Brasília;Bangladesh;512804;258,608
1311;Sofia;Burundi;808517;408,098
1313;Ottawa;Belize;588582;586,446
1314;Asmara;Belize;940318;0,709
